"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NUP98","NUP98",0.0561643582376448,16.9380225638217,0.864910111121813,0.392548672102147,0.654301446692301,-6.24003673847227
"Q68D20","Q68D20",-0.052788929693552,17.2121084845092,-0.864607983036761,0.392712429710524,0.654440209331047,-6.24029498359263
"VMA21","VMA21",-0.0589978839574137,16.4468064853093,-0.864165319894135,0.392952437034657,0.654705956272746,-6.24067319508166
"LENG1","LENG1",0.101329721931993,15.3946040119952,0.863833365744262,0.39313247974935,0.654834856949621,-6.24095669471515
"DHFR2","DHFR2",-0.0726753792733774,16.7056819646287,-0.863725648771299,0.393190913614356,0.654834856949621,-6.24104866602772
"VAC14","VAC14",-0.0518869391691705,16.0107804758061,-0.863314410844933,0.393414050619021,0.655040183096106,-6.24139968942773
"BAG3","BAG3",-0.0832048657435749,17.4775784657489,-0.863129064449661,0.393514645335059,0.655040183096106,-6.24155784442444
"SP3","SP3",0.0669208058832069,15.9191552461007,0.863052983336151,0.393555942212004,0.655040183096106,-6.241622754551
"SYAP1","SYAP1",-0.0469631374071113,16.7906394033348,-0.862844078182724,0.393669350100317,0.65509481002364,-6.24180095790191
"WIPF1","WIPF1",0.0516357695165937,16.0959034913387,0.8626022303565,0.393800667209279,0.655115162606457,-6.24200721073648
"YIF1B","YIF1B",0.225375669467443,15.2988616450005,0.862438722859542,0.3938894631738,0.655115162606457,-6.24214662184556
"WDR37","WDR37",0.169280789193445,14.7701433559222,0.862376329702957,0.393923350328498,0.655115162606457,-6.24219981332018
"RPS10","RPS10",-0.0672472956144397,19.0855293404717,-0.862123431817539,0.394060723769604,0.655209577321152,-6.24241537620971
"TMEM70","TMEM70",0.0645714841637997,16.1790342639871,0.861848050218886,0.394210344597168,0.655324313135047,-6.24265003448937
"NOP58","NOP58",-0.0550883524142698,18.5812543165962,-0.86161088037776,0.394339232798526,0.655404543737317,-6.24285207402469
"EEF1G","EEF1G",-0.0845475982607873,19.3037064688468,-0.86135208278688,0.394479904695361,0.65542334776234,-6.24307247678865
"DARS","DARS",-0.0498227905063722,18.3772590890914,-0.861293408113627,0.39451180226364,0.65542334776234,-6.24312243772815
"OCIAD1","OCIAD1",-0.0836595252323278,16.7427424256389,-0.860813954841655,0.394772510342515,0.655481015813899,-6.24353056520579
"THAP12","THAP12",0.0636853281392042,15.5598353565314,0.860787293186588,0.394787011095749,0.655481015813899,-6.2435532541351
"MRPS28","MRPS28",0.0554652071397399,17.2650581727876,0.860784705637623,0.394788418430908,0.655481015813899,-6.24355545608982
"RGPD1","RGPD1",-0.0530406678173954,15.3457019003204,-0.860575820352563,0.394902038905505,0.655534195665458,-6.24373319249545
"GALE","GALE",0.0694495738658709,17.2166483580839,0.860429333378306,0.394981730885645,0.655534195665458,-6.24385781067341
"BRIX1","BRIX1",-0.0537364642250644,17.4601258399706,-0.859810392428815,0.395318559347932,0.655959291475677,-6.24438412593854
"PTBP1","PTBP1",-0.119279124007502,18.5197868870481,-0.859495991694543,0.395489725770304,0.65610938383404,-6.244651336623
"VAMP3","VAMP3",0.0897663281289667,16.4353225129662,0.859175956152776,0.395664007734621,0.656264582508617,-6.24492323990704
"TMEM245","TMEM245",-0.0954472370944845,15.6619054537559,-0.858691710179984,0.395927805624719,0.656456497129615,-6.2453344719137
"PAIP2","PAIP2",-0.146756962303943,18.9589647191629,-0.858667084893462,0.395941223450179,0.656456497129615,-6.24535537827903
"MAP2K1","MAP2K1",0.0517418876209064,15.9158873093158,0.858487654084014,0.396039000328527,0.656483682390488,-6.24550769397698
"HEXIM1","HEXIM1",-0.0565910477720273,16.2486656906194,-0.858340616223822,0.396119136686597,0.656483682390488,-6.24563248905699
"PABPC3","PABPC3",-0.0504687999089732,18.7475889001134,-0.85806380511845,0.39627002773415,0.656599889003446,-6.24586737052083
"LSM4","LSM4",0.0905374705691919,17.5185905076869,0.857638499907818,0.396501933945207,0.656712548704156,-6.24622811123925
"TRPV4","TRPV4",0.0812738781569742,15.1156053497832,0.857471534352063,0.396592998555064,0.656712548704156,-6.24636968319643
"YWHAH","YWHAH",-0.062006971367019,17.5491223144992,-0.857392536546194,0.396636089288577,0.656712548704156,-6.24643665708467
"GSTM3","GSTM3",-0.054987861188259,16.3030404821396,-0.857195237319479,0.396743722434488,0.656712548704156,-6.24660390033845
"LRRC8A","LRRC8A",-0.0540867644946221,15.0852248872242,-0.85717937084701,0.396752378907654,0.656712548704156,-6.24661734815293
"IKBKG","IKBKG",-0.0689095721192459,16.7292894892878,-0.857050417082025,0.39682273825007,0.656712548704156,-6.24672663555198
"CAP1","CAP1",-0.0643834559973122,18.7426612650924,-0.856748541712663,0.396987477146887,0.656740911501929,-6.24698241097983
"NDUFS6","NDUFS6",-0.15051542378918,16.8302542862669,-0.856703445170589,0.3970120908364,0.656740911501929,-6.24702061331066
"MKRN1","MKRN1",-0.0695977356753801,15.6131453375403,-0.856490572133207,0.397128289852873,0.656740911501929,-6.24720091692105
"ALS2","ALS2",-0.0785276667098582,15.4435184636945,-0.856426925553437,0.397163036159858,0.656740911501929,-6.24725481725466
