"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EPHB4","EPHB4",-3.90404140039694,15.0370906010958,-9.39134860652192,2.01634151701198e-11,4.82083535052659e-09,16.005088613214
"MIGA1","MIGA1",-1.16117747372667,14.1052367287881,-9.33541161542214,2.36471045486571e-11,5.49220893931525e-09,15.8485978385099
"ZFP36L1","ZFP36L1",-0.788515482246353,14.7664227804501,-9.30657090639628,2.56762551748723e-11,5.74022519122769e-09,15.7677502567229
"ZNF706","ZNF706",-1.23817747962066,15.5149973093942,-9.300475883053,2.61272397681664e-11,5.74022519122769e-09,15.7506503280379
"USPL1","USPL1",1.18629272263265,14.3288695932156,9.15372896174831,3.97898866379828e-11,8.51189443368849e-09,15.3374671379646
"CYSTM1","CYSTM1",0.586048670758334,17.8068281547611,9.10945270149568,4.51982665229015e-11,9.19863951501378e-09,15.2122483588653
"SMIM7","SMIM7",1.97623966745433,16.2848393576548,9.10895347150021,4.52633264362838e-11,9.19863951501378e-09,15.2108350187914
"CDC37","CDC37",-1.00038874127349,18.5561704201319,-9.07297487464296,5.02113989093903e-11,9.95532833498618e-09,15.1088929306744
"RLF","RLF",1.43609626126013,14.7058197663806,8.98227693027945,6.52670999068149e-11,1.26322917891071e-08,14.8511653484896
"PKN2","PKN2",-0.796176469096315,15.6325039242866,-8.95295993473568,7.10564394650722e-11,1.34088895533666e-08,14.7676316674363
"HN1","HN1",-0.822924683157368,16.9174933134265,-8.94176600757577,7.34020883769304e-11,1.34088895533666e-08,14.7357074715011
"RBM3","RBM3",1.1569231732656,17.1676680798801,8.93791044094145,7.42280760119938e-11,1.34088895533666e-08,14.7247079893217
"TVP23B","TVP23B",-0.804137901948446,15.6400685223026,-8.87260368391307,8.97440642795932e-11,1.58593369245394e-08,14.5381074314835
"CHD9","CHD9",0.575980115666628,15.4667194463995,8.82614824332938,1.02750885034346e-10,1.74064792607346e-08,14.4050410332169
"CDR2","CDR2",-1.82860801955194,14.7208640578866,-8.82604601189384,1.02781523498002e-10,1.74064792607346e-08,14.404747901931
"DIXDC1","DIXDC1",0.648161676025429,15.9883575815655,8.80768983579012,1.08435814162438e-10,1.78149004735581e-08,14.3520933262124
"TUBB2A","TUBB2A",1.40081504044762,16.2980302898115,8.79996386911853,1.10909069741442e-10,1.78149004735581e-08,14.3299187515272
"PPM1B","PPM1B",-0.701051276307117,15.3996025123071,-8.79490795888748,1.12558480961549e-10,1.78149004735581e-08,14.315403538115
"CDC42EP3","CDC42EP3",-1.72302489603262,14.4413368646986,-8.79067283875182,1.13959260010459e-10,1.78149004735581e-08,14.3032422910178
"NAA25","NAA25",-0.805851329255631,16.0147519554686,-8.72858438231762,1.36648552945185e-10,2.09287605427757e-08,14.1246958600491
"TRIM3","TRIM3",0.808424981969068,15.2580556028524,8.72269125845363,1.39027318158431e-10,2.09287605427757e-08,14.1077241133014
"FST","FST",-0.725201264555837,15.6385016090885,-8.6959184193492,1.50374380013286e-10,2.22253333659637e-08,14.0305659982938
"MAP3K6","MAP3K6",-3.00652046129716,14.5102375815363,-8.63221981169769,1.81298208974734e-10,2.59824507912411e-08,13.8466327314454
"SMIM4","SMIM4",0.958190047878102,15.7187502996984,8.63055597156585,1.82187193394113e-10,2.59824507912411e-08,13.8418215978312
"GSG2","GSG2",-0.913656696292044,16.1779080547993,-8.54750068877859,2.32670880598467e-10,3.26100273859472e-08,13.6012297700732
"ZNF608","ZNF608",0.682792072557435,15.7476822931041,8.51486379723456,2.56200807230963e-10,3.52992603725508e-08,13.5064586783659
"TRIM62","TRIM62",-0.787221010734866,15.5929700435891,-8.45693824154564,3.0406856018765e-10,4.11962220960902e-08,13.337938267947
"FRA10AC1","FRA10AC1",-0.902059937813696,15.8090560526398,-8.34040445245119,4.29679594654094e-10,5.7260088933494e-08,12.9977011397417
"HOXB6","HOXB6",-0.981070053880766,15.9844123564803,-8.27354634871573,5.24335130056324e-10,6.87471011649654e-08,12.8017801896246
